"","x"
"243",6.44203785657215
"244",5.41962210779377
"245",8.14187922000207
"246",10.8049052764658
"247",11.714786742678
"248",14.3766639676017
"249",13.3775194589043
"250",12.3294461214527
"251",11.1860107348678
"252",9.1443116949705
"253",7.21867799652324
"254",8.18788291659509
"255",6.34799428561854
"256",7.35961039781072
"257",8.32487308778317
"258",8.99294653627574
"259",10.1286646923045
"260",9.65441144154485
"261",10.7908420630258
"262",10.9328656740917
"263",11.3676771710663
"264",12.0730692201211
"265",10.479736257122
"266",10.018739575345
"267",8.30548185283684
"268",5.98316243265921
"269",7.00013687548788
"270",8.4994479860087
"271",8.20424402723204
"272",10.2397800563035
"273",11.1219675141697
"274",11.0678039932946
"275",11.4713727241801
"276",11.9921285821094
"277",10.5457362308161
"278",9.61065170790031
"279",9.83229817831808
"280",10.6357427554675
"281",8.14974738320679
"282",8.38016629341374
"283",10.4406990596552
"284",11.6340604157941
"285",11.942114674899
"286",12.7313938616583
"287",10.5325423832838
"288",11.0202172854848
"289",9.81065373339356
"290",9.66897074794126
"291",11.0691896072434
"292",10.2484088787382
"293",11.3098663308932
"294",12.2139754705673
"295",11.7006304583639
"296",10.5132184975352
"297",11.231782554024
"298",11.2273874579349
"299",10.7068603145929
"300",11.3572474048619
"301",10.5123354085445
"302",9.73207828045863
"303",9.66294903099763
"304",8.93605245022025
"305",9.26250805059494
"306",9.96727037886768
"307",9.49912288512751
"308",10.272989589005
"309",11.3991356891866
"310",11.7947141317143
"311",11.3931268199869
"312",11.1895655277263
"313",10.8312529274134
"314",10.1054232408601
"315",9.41044329956685
"316",8.80432840720173
"317",8.65991734791543
"318",10.2188043678094
"319",9.7109445413233
"320",12.6153686306105
"321",12.3437473546596
"322",11.3393626646897
"323",9.58169259749772
"324",7.14441363632916
"325",7.28716585222458
"326",7.70006274142116
"327",9.20680000689658
"328",11.300940682495
"329",12.6269837201353
"330",13.0858015564495
"331",12.744425978058
"332",12.2736044228964
"333",11.8714190144423
"334",10.8740091250358
"335",9.62037228396786
"336",9.462508500684
"337",8.0169988354475
"338",8.30715989613757
"339",8.90916295509683
"340",9.38725059740975
"341",10.8554779280844
"342",11.025644075831
"343",9.78492102713283
"344",12.61332453144
"345",10.9624294724087
"346",9.66063753924507
"347",11.2194750391967
"348",10.6896004857366
"349",10.1812410041307
"350",10.4932432540923
"351",10.0464984659375
"352",8.92846771563628
"353",6.40640928885141
"354",6.6714909151306
"355",7.37855817475282
"356",9.13684227220029
"357",10.1613087399785
"358",12.1858535385498
"359",12.6480764812331
"360",12.3397026654706
"361",13.1192342756096
"362",11.5410616958091
"363",9.99483049628654
"364",8.66261157089939
"365",9.7279089482632
"366",8.7607822028663
"367",7.46401088197585
"368",8.49759566216822
"369",9.39703350563633
"370",11.0154519709599
"371",12.0143316240268
"372",12.4045471183436
"373",12.112243509124
"374",11.3511777418185
"375",10.5465051394218
"376",8.44019201982951
"377",9.23171649228235
"378",9.56061083071258
"379",10.9417987664176
"380",11.3589857289358
"381",10.8192588878679
"382",9.66651139813024
"383",8.93599423224443
"384",6.82823575161014
"385",8.31147873567322
"386",9.3564963397105
"387",10.8077864778669
"388",11.5640968776342
"389",11.1021892286258
"390",11.2990422119054
"391",10.0331570798144
"392",7.36061006455208
"393",9.07495821683126
"394",8.36779311407739
"395",9.93753970458724
"396",12.586775978649
"397",13.337205817769
"398",13.760124990939
"399",13.1091214667598
"400",9.87162927068139
"401",8.06014391654702
"402",5.24643872474326
"403",4.84994341202102
"404",5.95161221620343
"405",6.51694545360797
"406",8.0675661079017
"407",9.98593703598025
"408",11.2388310638293
"409",13.0418762006093
"410",12.8477418967578
"411",12.2390415856091
"412",11.2052976324005
"413",9.13914919351256
"414",7.42342836846136
"415",7.4329878566419
"416",6.44855671417022
"417",7.141406361383
"418",8.99021753632874
"419",10.4449006060448
"420",11.1530142629821
"421",11.3829759644276
"422",12.6313425963379
"423",10.6325621912066
"424",10.2070101779407
"425",9.19293058963147
"426",10.3403134910931
"427",9.46592365366157
"428",9.58796959498225
"429",10.6903427623914
"430",9.88048362680584
"431",8.56819066622949
"432",8.44865942753321
"433",8.97232780139496
"434",8.89998292703103
"435",8.48684757614309
"436",8.70743856995311
"437",10.3234979937025
"438",12.1851344529784
"439",12.2052527739198
"440",12.569764788401
"441",9.96294058180243
"442",9.24564011512234
"443",8.72193076530712
"444",7.72730902660025
"445",7.98178658948295
"446",8.49330487620257
"447",8.25790534416346
"448",9.10655896209441
"449",8.44495485755249
"450",10.1943005209719
"451",8.85058686029733
"452",9.10850303276445
"453",9.23726063595407
"454",10.4456656910726
"455",13.0584521606549
"456",14.590144083401
"457",15.5351573934953
"458",14.5059903796177
"459",11.7332889226545
"460",9.14832002243818
"461",7.09873889490552
"462",3.32163767143164
"463",4.67860473413227
"464",5.45277279860484
"465",8.1293027792253
"466",10.833092784067
"467",13.7148602660372
"468",15.570691809032
"469",15.4524451869957
"470",12.832930807668
"471",10.4626701281285
"472",8.24129631549567
"473",6.20943211453969
"474",5.20555510931819
"475",5.14321010214208
"476",7.969882172806
"477",10.2130910958397
"478",12.3155901160961
"479",11.4961121601057
"480",12.5721727235076
"481",12.3002610099874
"482",10.4273604806138
"483",10.2318821236134
"484",8.64627690966607
"485",6.68227690229876
"486",7.73045957178309
"487",9.22081303353035
"488",9.1439355914747
"489",10.4807469937047
"490",13.2533205341775
"491",12.2107938739184
"492",12.4298477219076
"493",12.041648205019
"494",9.52617495726414
"495",8.42687499768808
"496",7.87467275280149
"497",7.39282224954131
"498",6.73085593783139
"499",6.87320947263525
"500",8.1680120779355
